"スキル項目コード","スキル項目識別子","知識項目コード","知識項目識別子","知識項目"
"S210020090","146","K028","4574","ソフトウェア品質保証の検証と妥当性:役割と方式、形式モデル、独立した検証と妥当性を確かめるチーム、ツール、報告"
"S210020090","146","K029","4575","テスト・ファースト・プログラミング"
"S210020090","146","K030","4576","テストの実施"
"S210020090","146","K031","4577","テスト結果の評価"
"S210020090","146","K032","4578","テスト手法"
"S210020090","146","K033","4579","テスト準備（テスト環境、テストデータほか）"
"S210020090","146","K034","4580","デバッグ"
"S210020090","146","K035","4581","トランザクション分割に関する知識"
"S210020090","146","K036","4582","フォールト・トレランス"
"S210020090","146","K037","4583","プラットフォーム標準（J2EE、POSIX標準）"
"S210020090","146","K038","4584","プログラムテストケースの記述項目"
"S210020090","146","K039","4585","プログラムテストシナリオの記述項目"
"S210020090","146","K040","4586","プログラムテストの実施（テストツール）"
"S210020090","146","K041","4587","プログラムテストの実施（デバグツール）"
"S210020090","146","K042","4588","プログラムテストの実施（不具合情報の分析）"
"S210020090","146","K043","4589","プログラムの作成とプログラムテスト項目の設計（プログラミング）"
"S210020090","146","K044","4590","プログラムの作成とプログラムテスト項目の設計（プログラムテスト設計手法）"
"S210020090","146","K045","4591","プログラム言語に関する知識"
"S210020090","146","K046","4592","プログラム構造図の記述項目"
"S210020090","146","K047","4593","ミドルウェア"
"S210020090","146","K048","4594","メトリクス計測"
"S210020090","146","K049","4595","モジュールの独立性や強度に関する知識"
"S210020090","146","K050","4596","関連する標準と文書化の役割"
"S210020090","146","K051","4597","技術に固有な問題"
"S210020090","146","K052","4598","訓練（例:ユーザ、管理、運用、システム、訓練用教材）"
"S210020090","146","K053","4599","結合テスト計画書の記述項目"
"S210020090","146","K054","4600","結合テスト仕様書の記述項目"
"S210020090","146","K055","4601","結合テスト実施手法と評価手法"
"S210020090","146","K056","4602","結合テスト実施手法と評価手法に関する知識"
"S210020090","146","K057","4603","個別の目的に適した技術の選択"
"S210020090","146","K058","4604","構造化プログラミングに関する知識"
"S210020090","146","K059","4605","構造化定義に関する知識"
"S210020090","146","K060","4606","高速アプリケーション開発"
"S210020090","146","K061","4607","実行可能モデル（xUML）"
"S210020090","146","K062","4608","実装後のレビュー"
"S210020090","146","K063","4609","状態準拠プログラミング"
"S210020090","146","K064","4610","性能レベルの保証、テストの性質、回帰テスト"
"S210020090","146","K065","4611","単体テスト計画書の記述項目"
"S210020090","146","K066","4612","単体テスト仕様書の記述項目"
"S210020090","146","K067","4613","単体テスト実施手法と評価手法に関する知識"
"S210020090","146","K068","4614","非構造化プログラミングに関する知識"
"S210020090","146","K069","4615","非斉次システム構築（複数言語による妥当性確認、コシミュレーション、インターフェイス作り）"
"S210020090","146","K070","4616","表駆動構築法"
"S210020090","146","K071","4617","分散ソフトウェア構築（クライアント・サーバ、3ティア・アーキテクチャ、nティア・アーキテクチャ、分散オブジェクト、疎結合、密結合）"
"S210020090","146","K072","4618","文法準拠入力処理"
"S210020090","146","K073","4619","並行プリミティブ（同期プリミティブ）"
"S210020090","146","K074","4620","防御的プログラミング"
"S210020100","147","K001","4621","インスペクションの実施方法"
"S210020100","147","K002","4622","オブジェクト指向のテスト技法"
"S210020100","147","K003","4623","システムレベルのテストと診断"
"S210020100","147","K004","4624","ソフトウェアテスト"
"S210020100","147","K005","4625","ソフトウェアとハードウェアシステムの統合:方式、計画、テスト（開発時の増殖テストも含む）、テスト結果の評価と文書化、システムの欠陥の診断、ハードウェアの欠陥のシミュレーション"
"S210020100","147","K006","4626","ソフトウェアのテスト:役割、原則と標準;テストと品質保証の関係;方式;テストの水準（ユニット、システム、統合、受け入れ等）;計画、監査;限界;統計的な手法;形式モデル;文書;ツール;テストと評価のチーム;テスト環境の構築;テストケースの生成:回帰テスト;ブラックボックスあるいはホワイトボックスのテスト;技術的なレビュー;性能の分析;結果の分析と報告"
"S210020100","147","K007","4627","ソフトウェアの品質の概要"
"S210020100","147","K008","4628","ソフトウェアの品質確保方式"
"S210020100","147","K009","4629","ソフトウェア結合テストの実施（テストツール）"
"S210020100","147","K010","4630","ソフトウェア結合テストの実施（デバグツール）"
"S210020100","147","K011","4631","ソフトウェア結合テストの実施（不具合情報の分析）"
"S210020100","147","K012","4632","ソフトウェア結合テスト仕様の設計（ソフトウェア結合テスト設計レビュー）"
"S210020100","147","K013","4633","ソフトウェア結合テスト仕様の設計（ソフトウェア結合テスト設計手法）"
"S210020100","147","K014","10761","チューニング"
"S210020100","147","K015","4634","テストの基本事項（テスト計画立案、テストケース生成など）"
"S210020100","147","K016","10762","テストの種類（機能テスト、非機能要件テスト、性能テスト、負荷テスト、セキュリティテスト、回帰テストほか）"
"S210020100","147","K017","4636","テストの性質、ライフサイクル全体での実施、効率的かつ効果的なプロセス"
"S210020100","147","K018","4638","テスト計画、その目的と性質"
"S210020100","147","K019","4641","ブラックボックスおよびホワイトボックステスト技術の違い"
"S210020100","147","K020","4642","プリント回路基板、MCM、コアベースのテスト"
"S210020100","147","K021","4643","ホワイトボード、ブラックボード、回帰テスト、ストレステスト、インタフェーステスト"
"S210020100","147","K022","10763","検証テストの実施"
"S210020100","147","K023","4644","効率的かつ効果的な開発をサポートするツール（回帰テストなど）"
"S210020100","147","K024","4645","妥当性検査（validation）"
"S210020100","147","K025","4646","単体テスト、統合テスト、妥当性確認テスト、システムテストの違い"
"S210020100","147","K026","4635","統合テストの実施"
"S210020100","147","K027","4640","統合テストの準備（テスト環境、テストデータほか）"
"S210020100","147","K028","4637","統合テスト計画"
"S210020100","147","K029","4639","統合及び検証テスト結果の評価"
"S210020110","148","K001","4647","IT基盤構築プロセス"
"S210020110","148","K002","4648","システムのリリース手順の作成に関する知識"
"S210020110","148","K003","4651","データ移行設計に関する知識"
"S210020110","148","K004","4652","テスト準備（テスト環境、テストデータほか）"
"S210020110","148","K005","4653","ネットワークシステムの導入と移行に関する知識"
"S210020110","148","K006","4654","ユーザビリティ（使い易さ）テスト"
"S210020110","148","K007","10764","移行スケジュールの記述項目"
"S210020110","148","K008","10765","移行テストに関する知識"
"S210020110","148","K009","10766","移行中の影響分析に関する知識"
"S210020110","148","K010","10767","移行方式に関する知識"
"S210020110","148","K011","4655","教育訓練"
"S210020110","148","K012","4656","業務移行戦略"
"S210020110","148","K013","4657","業務引継ぎに関する知識"
"S210020110","148","K014","4658","業務指示に関する知識"
"S210020110","148","K015","4659","業務内容の把握に関する知識"
"S210020110","148","K016","4660","計画の評価に関する知識"
"S210020110","148","K017","4649","受入れレビューと受入れテスト"
"S210020110","148","K018","4661","受入れレビューと受入れテストに関する知識"
"S210020110","148","K019","4662","設計カバレッジ（リスト網羅、マトリクス網羅）"
"S210020110","148","K020","10768","妥当性確認テストの結果の管理"
"S210020110","148","K021","10769","妥当性確認テストの実施"
"S210020110","148","K022","10770","導入の実施"
"S210020110","148","K023","10771","導入計画の作成"
"S210020110","148","K024","4650","納入と受入れ"
"S210020110","148","K025","4663","利用者マニュアル"
"S210020120","149","K001","4664","CASE"
"S210020120","149","K002","4665","IDE（統合開発環境）"
"S210020120","149","K003","4666","RTOSツール"
"S210020120","149","K004","4667","インサーキットエミュレーター（ICE）"
"S210020120","149","K005","4668","エミュレーター"
"S210020120","149","K006","4669","グループベースの方式（例:JAD、構造化ウォークスルー、設計とコードレビュー）"
"S210020120","149","K007","4670","コード生成ソフト"
"S210020120","149","K008","4671","コンパイラとプログラミング環境"
"S210020120","149","K009","4672","シミュレーター"
"S210020120","149","K010","4673","スクリプト言語"
"S210020120","149","K011","4674","ソフトウェア管理ツール"
"S210020120","149","K012","4675","ソフトウェア実装の概念とツール（例:データ辞書、リポジトリ、アプリケーション生成プログラム、再利用、プログラム生成プログラム、ソフトウェア実装言語）"
"S210020120","149","K013","4676","ツール（CASEツール、コードジェネレータ）、GDSS（グループ意思決定支援システム）"
"S210020120","149","K014","4677","ツール（IDEF他の仕様と設計ツール）、データベース設計とスキーマ変換ツール、実装ツール、描画とグラフィックツール"
"S210020120","149","K015","4678","ツールキット言語"
"S210020120","149","K016","4679","ツールチェーン"
"S210020120","149","K017","4680","テストツール"
"S210020120","149","K018","4681","テスト補助および文書化ツール"
"S210020120","149","K019","4682","デバッギングツール（シングル・ステッピング、ブレークポイント、ウォッチポイント）"
"S210020120","149","K020","4683","デバッギング手法"
"S210020120","149","K021","4684","バージョン管理システム"
"S210020120","149","K022","4685","プログラミング言語"
"S210020120","149","K023","4686","プロジェクト管理ツール"
"S210020120","149","K024","4687","言語処理ツール（コンパイラ、インタプリタ、リンカ、ローダほか）"
"S210020120","149","K025","4688","構成言語（configuration language）"
"S210020120","149","K026","4689","構築ツール"
"S210020120","149","K027","4690","構築設計"
"S210020120","149","K028","4691","実行パスおよびカバレッジ分析ツール"
"S210020120","149","K029","4692","設計ツール"
"S210020120","149","K030","4693","電力解析"
"S210020120","149","K031","4694","統合開発環境"
"S210020120","149","K032","4695","統合開発環境（例:Eclipse）"
"S210020120","149","K033","4696","統合開発環境の事例（Boehm、1984）"
"S210020120","149","K034","4697","特定用途のエディター"
"S210020120","149","K035","4698","方法論（情報工学、ジャクソン法、ヨードン法、マーチン法など）、ソフトウェア設計目標"
"S210020120","149","K036","4699","論理アナライザ"
"S210020130","439","K001","4700","可変性カプセル化"
"S210020130","439","K002","4701","可変性分析・可変性設計"
"S210020130","439","K003","4702","再利用可能ソフトウェア資産の記述・公開"
"S210020140","440","K001","4703","アサーション"
"S210020140","440","K002","4704","セキュリティ指向レビュー"
"S210020140","440","K003","4705","テスト優先開発"
"S210020140","440","K004","4706","デバッギング"
"S210020140","440","K005","4707","静的分析"
"S210020140","440","K006","4708","防御的プログラミング"
"S210020150","441","K001","4709","キャプチャ/リプレイ・ツール"
"S210020150","441","K002","4710","テストジェネレータ"
"S210020150","441","K003","4711","テスト用具（ドライバ、スタブ）"
"S210020150","441","K004","4712","トレーサ"
"S210020150","441","K005","4713","回帰テスティングツール"
"S210020150","441","K006","4714","信頼性評価ツール"
"S210020150","441","K007","4715","神託者/ファイル比較/アサーション検査・ツール"
"S210020150","441","K008","4716","網羅度分析ツールおよび網羅度計測ツール"
"S210020160","442","K001","4717","C++デストラクタ"
"S210020160","442","K002","4718","CORBA（Common Object Request Broker Architecture）"
"S210020160","442","K003","4719","coreファイルから情報漏洩"
"S210020160","442","K004","4720","DCOM（Distributed Component Object Model）"
"S210020160","442","K005","4721","EJB（Java Beans and Enterprise Java Beans）"
"S210020160","442","K006","4722","forkの利用"
"S210020160","442","K007","4723","hiddenの危険性"
"S210020160","442","K008","4724","JAVAのアサーション"
"S210020160","442","K009","4725","NTFS（New Technology File System）ストリーム"
"S210020160","442","K010","4726","NTFSのセキュリティ機能"
"S210020160","442","K011","4727","PATH変数/子プロセスのすり替え"
"S210020160","442","K012","4728","Requestへのアクセス"
"S210020160","442","K013","4729","setuid"
"S210020160","442","K014","4730","SOAP（Simple Object Access Protocol）メッセージの取扱"
"S210020160","442","K015","4731","synchronizedとレースコンディション"
"S210020160","442","K016","4732","Taintモード"
"S210020160","442","K017","4733","Webフォームの選択項目の危険性"
"S210020160","442","K018","4734","Webページとユーザ認証"
"S210020160","442","K019","4735","XMlアクセスコントロール"
"S210020160","442","K020","4736","XML暗号"
"S210020160","442","K021","4737","XML署名"
"S210020160","442","K022","4738","エラーメッセージからの情報漏洩"
"S210020160","442","K023","4739","オブジェクト再利用のリスク"
"S210020160","442","K024","4740","カプセル化"
"S210020160","442","K025","4741","クエリストリングからの情報漏洩"
"S210020160","442","K026","4742","クラス継承となりすまし"
"S210020160","442","K027","4743","クロスサイトスクリプティング"
"S210020160","442","K028","4744","サニタイジングの対策"
"S210020160","442","K029","4745","サブシェルの呼び出し"
"S210020160","442","K030","4746","シリアル化と情報漏洩"
"S210020160","442","K031","4747","シンボリックリンクの悪用"
"S210020160","442","K032","4748","セキュリティホール"
"S210020160","442","K033","4749","セッションタイムアウト"
"S210020160","442","K034","4750","ソースコードチェックツール"
"S210020160","442","K035","4751","テンポラリファイルからの情報漏洩"
"S210020160","442","K036","4752","パスワードの取り扱い"
"S210020160","442","K037","4753","バッファーオーバーフロー"
"S210020160","442","K038","4754","ファイルオープン"
"S210020160","442","K039","4755","プロセス、スレッドのアクセス権"
"S210020160","442","K040","4756","プロセス間通信"
"S210020160","442","K041","4757","プロセス間通信オブジェクトのアクセス権"
"S210020160","442","K042","4758","ミドルウエアの役割と利用"
"S210020160","442","K043","4759","メモリリーク"
"S210020160","442","K044","4760","モジュールの分割設計"
"S210020160","442","K045","4761","ユーザインターフェースデザイン"
"S210020160","442","K046","4762","レースコンディション"
"S210020160","442","K047","4763","レジストリ管理・アクセス権"
"S210020160","442","K048","4764","ログ"
"S210020160","442","K049","4765","安全なパス名"
"S210020160","442","K050","4766","仮想パスのマッピング"
"S210020160","442","K051","4767","危険なクラス"
"S210020160","442","K052","4768","危険な関数"
"S210020160","442","K053","4769","偽装アカウント"
"S210020160","442","K054","4770","再利用と部品化"
"S210020160","442","K055","4771","最適化による脆弱化"
"S210020160","442","K056","4772","出力コードの特性"
"S210020160","442","K057","4773","制限アカウント"
"S210020160","442","K058","4774","動作オプションによるオーバーフロー防止"
"S210020160","442","K059","4775","特権の管理"
"S210020160","442","K060","4776","特権処理の局所化"
"S210020160","442","K061","4777","入力値のチェック方法"
"S210020160","442","K062","4778","文字列処理の際の危険"
"S210020170","443","K001","4779","ACIDテスト"
"S210020170","443","K002","4780","DBMS（Database Management Systems）"
"S210020170","443","K003","4781","SQL（Structured Query Language）"
"S210020170","443","K004","4782","SQL引数のチェック"
"S210020170","443","K005","4783","エラーの取り扱い"
"S210020170","443","K006","4784","エラーメッセージの表示"
"S210020170","443","K007","4785","スクリプトへのDBパスワードの埋め込み"
"S210020170","443","K008","4786","データベース、データマート、データ倉庫"
"S210020170","443","K009","4787","データベースとアクセス権限"
"S210020170","443","K010","4788","データベースとアプリケーションのインターフェース"
"S210020170","443","K011","4789","データベースの完全性のリスク/管理"
"S210020170","443","K012","4790","データベースの種類"
"S210020170","443","K013","4791","バックアップと復旧"
"S210020170","443","K014","4792","メタデータ"
"S210020170","443","K015","4793","ユーザーと管理者のためのアクセス制御（職務の分離）"
"S210020170","443","K016","4794","効率的処理"
"S210020170","443","K017","4795","錠の管理"
"S210020170","443","K018","4796","保管された情報の防護vs移動中の情報の防護"
"S210030010","150","K001","4797","ISアーキテクチャの計画"
"S210030010","150","K002","4798","ISセキュリティ、プライバシ及び管理のための計画"
"S210030010","150","K003","4799","RFP（Request for Proposal）"
"S210030010","150","K004","4800","インフラストラクチャ計画（ハードウェア、通信、データベース、サイト）"
"S210030010","150","K005","4801","システム規模、ファンクションポイント、COCOMO、複雑さ管理のメトリクス"
"S210030010","150","K006","4802","プロジェクトの打ち切り、損害賠償"
"S210030010","150","K007","4803","運用のための計画"
"S210030010","150","K008","4804","検収"
"S210030010","150","K009","4805","見積もりの考え方、見積もりの方法"
"S210030010","150","K010","4806","発注"
"S210030010","150","K011","4807","発注と権利（著作権、使用権）"
"S210030010","150","K012","4808","発注管理"
"S210030020","151","K001","4809","コードクローン分析"
"S210030020","151","K002","4810","ソフトウェア若化"
"S210030020","151","K003","4811","プログラム理解"
"S210030020","151","K004","4812","リエンジニアリング"
"S210030020","151","K005","4813","リバースエンジニアリング"
"S210030020","151","K006","4814","運用の技法"
"S210030020","151","K007","4815","保守の技法"
"S210030020","151","K008","4816","保守性"
"S210030030","152","K001","4817","（技術面とビジネス面での）システムおよび業務プロセスのリエンジニアリング"
"S210030030","152","K002","4818","（技術面とビジネス面での）マイグレーション（移行）"
"S210030030","152","K003","4819","データのリバースエンジニアリング"
"S210030030","152","K004","4820","プログラムの理解とリバースエンジニアリング"
"S210030030","152","K005","4821","プログラム変換"
"S210030030","152","K006","4822","リファクタリング"
"S210030030","152","K007","4823","レガシーシステムの扱い（ラッパーの利用など）"
"S210030030","152","K008","4824","影響解析"
"S210030030","152","K009","4825","進化や保守のコストモデル"
"S210030030","152","K010","4826","進化や保守のモデル（理論面、法制面など）"
"S210030030","152","K011","4827","進化や保守の基礎"
"S210030030","152","K012","4828","進化や保守の計画（アウトソーシング、内製など）"
"S210030030","152","K013","4829","進化や保守の対象間の関係（前提、要求、アーキテクチャ、設計、ソースコードなど）"
"S210030040","153","K001","4830","競合製品状況の把握と活用"
"S210030040","153","K002","4831","業務パッケージ最新技術動向の把握と活用"
"S210030040","153","K003","4832","最新業務パッケージ技術動向の把握"
"S210030040","153","K004","4833","最適業務パッケージ選定"
"S210030040","153","K005","4834","導入事例の把握と活用"
"S210030050","154","K001","4835","インテリジェントシステムの基本的問題"
"S210030050","154","K002","4836","エージェント"
"S210030050","154","K003","9983","サポートベクトルマシン"
"S210030050","154","K004","4837","プラニングシステム"
"S210030050","154","K005","9984","ベイジアンネットワーク"
"S210030050","154","K006","4838","ロボット工学"
"S210030050","154","K007","9985","遺伝アルゴリズム"
"S210030050","154","K008","9986","機械学習（教師あり学習、教師なし学習、半教師あり学習、強化学習、深層学習、他）"
"S210030050","154","K009","4839","機械学習とニューラルネット"
"S210030050","154","K010","9987","決定木"
"S210030050","154","K011","4840","高度な探索"
"S210030050","154","K012","4841","高度な知識表現と推論"
"S210030050","154","K013","4842","自然言語処理"
"S210030050","154","K014","4843","探索および制約充足"
"S210030050","154","K015","4844","知識表現および推論"
"S210040010","155","K001","4845","DNS汚染"
"S210040010","155","K002","4846","DoS（サービス妨害攻撃）"
"S210040010","155","K003","4847","HTTPプロトコル"
"S210040010","155","K004","4848","n層アーキテクチャ"
"S210040010","155","K005","4849","Web Accessibility Initiative"
"S210040010","155","K006","4850","Webサーバ"
"S210040010","155","K007","4851","Webサイトの実装と統合"
"S210040010","155","K008","4852","Webのインターフェース"
"S210040010","155","K009","4853","Webのマークアップ言語と表示用言語"
"S210040010","155","K010","4854","Webの設計パターン"
"S210040010","155","K011","4855","Webビーコン"
"S210040010","155","K012","4856","インターネット上の取引・決済における安全性-認証と安全な接続"
"S210040010","155","K013","4857","インタフェース"
"S210040010","155","K014","4858","ウイルス"
"S210040010","155","K015","4859","キャプチャツール、オーサリングツール、プロダクションツール"
"S210040010","155","K016","4860","クッキー"
"S210040010","155","K017","4861","クライアントサイドのプログラミング"
"S210040010","155","K018","4862","クライアントを介した攻撃（ゾンビやDoSなど）"
"S210040010","155","K019","4863","コピーライトとデジタルコンテンツの権利"
"S210040010","155","K020","4864","サーバサイドのプログラミング"
"S210040010","155","K021","4865","サーバを守る"
"S210040010","155","K022","4866","ストリーミングメディア"
"S210040010","155","K023","4867","スパイウェア"
"S210040010","155","K024","4868","データベースの統合"
"S210040010","155","K025","4869","デジタルデバイド"
"S210040010","155","K026","4870","デジタルライブラリ"
"S210040010","155","K027","4871","ナビゲーションスキーマ"
"S210040010","155","K028","4872","フィッシング"
"S210040010","155","K029","4873","プライバシー"
"S210040010","155","K030","4874","プレゼンテーションの抽象化"
"S210040010","155","K031","4875","ホストを守る"
"S210040010","155","K032","4876","メディアのフォーマット"
"S210040010","155","K033","4877","メディアの形式"
"S210040010","155","K034","4878","ユーザのモデリング"
"S210040010","155","K035","4879","ユーザビリティ"
"S210040010","155","K036","4880","ユーザ主体の設計"
"S210040010","155","K037","4881","わいせつ表現"
"S210040010","155","K038","4882","圧縮"
"S210040010","155","K039","4883","協調的なコミュニケーション"
"S210040010","155","K040","4884","言論の自由と誹謗中傷"
"S210040010","155","K041","4885","効率の良いコミュニケーション"
"S210040010","155","K042","4886","情報の組織化"
"S210040010","155","K043","4887","新しい技術"
"S210040010","155","K044","4888","中間者攻撃"
"S210040010","155","K045","4889","同期コミュニケーション"
"S210040010","155","K046","4890","非同期コミュニケーション"
"S210040010","155","K047","4891","標準規格と標準化団体"
"S210040020","156","K001","4892","HTTPサーバ、アプリケーションサーバ、負荷分散サーバ技術の把握と活用"
"S210040030","157","K001","4893","アプリケーションサーバーシステムの基本要求（スループット、耐攻撃性、無停止運転、拡張性など）"
"S210040040","158","K001","4894","ERP"
"S210040040","158","K002","4895","Webサーバー技術とセッション管理の方式"
"S210040040","158","K003","4896","Webによるアプリケーションサービス"
"S210040040","158","K004","4897","クライアント/サーバー方式"
"S210040040","158","K005","4898","サーバーの負荷分散方式"
"S210040040","158","K006","4899","大規模アプリケーションの連携に関する技術と製品"
"S210040040","158","K007","4900","電子商取引"
"S210040040","158","K008","4901","認証及び通信データの暗号化方式"
"S210040050","159","K001","4902","Webアプリケーション方式、分散コンピューティング方式の把握と活用"
"S210050010","160","K001","4903","EJB、J2EE"
"S210050010","160","K002","4904","HTML"
"S210050010","160","K003","4905","JSP、JSF"
"S210050010","160","K004","4906","XML、XMLを基盤とした各種マークアップランゲージ"
"S210050010","160","K005","4907","ウェブサービス（SOA、SOAP、WSDL、UDDI、WS-Security等）"
"S210050010","160","K006","4908","サーブレット"
"S210050020","161","K001","4909","アプリケーション開発工程、特性の把握と活用"
"S210050020","161","K002","4910","サーブレット、JSP、JavaBeans等の分散コンピューティング開発環境、標準、ツールの活用と実践"
"S210050020","161","K003","4911","開発ツールの活用と実践"
"S210050020","161","K004","4912","分散コンピューティング開発ツールの活用と実践"
"S210060010","162","K001","4913","EC（BtoB、BtoCなどの電子商取引）"
"S210060010","162","K002","4914","EDI"
"S210060010","162","K003","4915","ICカード・RFID応用システム"
"S210060010","162","K004","4916","ソーシャルメディア（SNS、ミニブログほか）"
"S210060010","162","K005","4917","ロングテール"
"S210060010","162","K006","4918","電子決済システム"
"S210070010","163","K001","4919","ANSI/SPARC3層スキーマモデル"
"S210070010","163","K002","4920","ASID特性"
"S210070010","163","K003","4921","B木、定義、動的多段階索引の実装への応用"
"S210070010","163","K004","4922","DBMS（関係代数の概観）"
"S210070010","163","K005","4923","DBMS（特徴、機能、アーキテクチャ）"
"S210070010","163","K006","4926","ORマッパ、DAO（Data Access Object）"
"S210070010","163","K007","4927","QBEおよび第4世代環境"
"S210070010","163","K008","4928","SQL:基礎的概念（データ定義、問合わせ記述、更新言語、制約、整合性など）"
"S210070010","163","K009","4929","アクセス権限"
"S210070010","163","K010","4930","アプリケーションインタフェース"
"S210070010","163","K011","4931","アプリケーションとユーザインタフェース（DML、問合せ、SQL）"
"S210070010","163","K012","4932","イベントドリブンのスクリーンオブジェクト（ボタン、リストボックスなど）"
"S210070010","163","K013","4933","オブジェクト指向モデル:主要な概念とオブジェクト同一性、型構成子、カプセル化、継承、多相性とバージョン管理、基本的なアプローチ"
"S210070010","163","K014","4934","オブジェクト問合わせ言語"
"S210070010","163","K015","4935","クライアントサーバ"
"S210070010","163","K016","4936","コンピュータ工学におけるデータベースシステムの目的と役割"
"S210070010","163","K017","4937","システムキャパシティ計画、性能設計"
"S210070010","163","K018","4938","データ、情報、知識の意味を対照"
"S210070010","163","K019","4939","データとデータベースの管理"
"S210070010","163","K020","4940","データの管理"
"S210070010","163","K021","4941","データの保全"
"S210070010","163","K022","4942","データベースアーキテクチャ:可能性、概念、データの独立性の重要性と現実"
"S210070010","163","K023","4943","データベースシステム"
"S210070010","163","K024","4944","データベースシステムに関連する補完的教材"
"S210070010","163","K025","4945","データベースシステムの構成要素"
"S210070010","163","K026","9960","データベースシステムの構成要素（データ、辞書、アプリケーションプログラム、ユーザ、管理運営）"
"S210070010","163","K027","4925","データベースシステムの最新状況（例:ハイパーテキスト、ハイパーメディア）"
"S210070010","163","K028","4946","データベースシステムの領域への貢献や影響が認められる人物"
"S210070010","163","K029","4947","データベースの効率とチューニング:性能測定基準、性能監視"
"S210070010","163","K030","4948","データベースの設計"
"S210070010","163","K031","4949","データベースマシンとサービス"
"S210070010","163","K032","4950","データベースをサポートする格納データの特徴（CDや各種マシン内のメモリの利用、関連記憶システムの特性、選択に影響する要因など）"
"S210070010","163","K033","4951","データベース管理:データベースシステムの社会的な影響;セキュリティとプライバシ"
"S210070010","163","K034","4952","データベース管理システム（DBMS）の機能:様々な可能性とデータベースシステムでの役割"
"S210070010","163","K035","4953","データベース問合わせ言語の利用"
"S210070010","163","K036","4954","データマイニング"
"S210070010","163","K037","4956","データモデリング:役割、利点、汎用アプローチ、概念上のデータモデル、物理的データモデル、表現上のデータモデル"
"S210070010","163","K038","4957","データモデル（関係、階層、ネットワーク、オブジェクト、意味オブジェクト、正規形）"
"S210070010","163","K039","4958","データモデルの意味と目的"
"S210070010","163","K040","4959","データ圧縮:使用理由、圧縮アルゴリズム、各アプローチの長所と短所、ソフトウェアサポート"
"S210070010","163","K041","4960","データ及び応用システムの所有権とアクセス管理"
"S210070010","163","K042","4961","データ辞書、事典、リポジトリ"
"S210070010","163","K043","4962","データ操作言語、SQL、埋め込みSQL"
"S210070010","163","K044","4963","データ定義言語（スキーマ定義言語、グラフィカルな開発ツール、辞書など）"
"S210070010","163","K045","4965","トランザクション:トランザクションの目的と性質、SQLを使用したトランザクションの作成、効率的なトランザクション実行の特徴、コミットの概念"
"S210070010","163","K046","4966","プロセスの考え方におけるクライアントとサーバの分散"
"S210070010","163","K047","4967","リレーショナルデータベース用に開発されたリレーショナル代数操作（選択、射影、結合、商）"
"S210070010","163","K048","4968","リレーショナルデータモデル"
"S210070010","163","K049","4969","レコードとレコード型、固定長と可変長、記憶域の構成"
"S210070010","163","K050","4970","解離性水準（Isolation Level）"
"S210070010","163","K051","4971","概念スキーマとリレーショナルスキーマの概念:利用、比較、概念スキーマとリレーショナルスキーマの対応"
"S210070010","163","K052","4972","概念モデリング（例:ER、オブジェクト指向）"
"S210070010","163","K053","4973","概念上のモデル:可能性、実体関連モデル、UML（統一モデリング言語）、長所と短所、表記問題"
"S210070010","163","K054","4974","各種データの格納要件（文字、数字、文字列、テキスト、音声、動画、ファイル構造など）"
"S210070010","163","K055","4975","各種ファイルとファイル構造:順編成ファイル、索引ファイル、ハッシュファイル、シグネチャファイル、稠密索引ファイル"
"S210070010","163","K056","4976","関リレーショナル代数とリレーショナル演算"
"S210070010","163","K057","4977","関係データモデル:基本用語、基本的なアプローチ、長所と短所"
"S210070010","163","K058","4978","関数従属性の概念"
"S210070010","163","K059","4979","基本概念:キー、外部キー、レコード、関係など"
"S210070010","163","K060","4980","構成要素"
"S210070010","163","K061","4981","実体整合性の制約と参照整合性の制約、定義、利用"
"S210070010","163","K062","4982","集合論に基づいたリレーショナル代数操作（和、積、差、直積）"
"S210070010","163","K063","4983","障害と回復:異なる可能性、長所と短所"
"S210070010","163","K064","4984","冗長性、安全性及びバックアップ計画と運用管理"
"S210070010","163","K065","4985","情報システム"
"S210070010","163","K066","4986","情報の正確性の問題"
"S210070010","163","K067","4987","情報検索（例:インターネットツール、イメージ処理、ハイパーメディア）"
"S210070010","163","K068","4988","整合性（参照整合性、データ項目、内部関係）:参照の表現;エンティティと参照の整合性"
"S210070010","163","K069","4989","正規形"
"S210070010","163","K070","4990","正規形:第1正規形、第2正規形、第3正規形、ボイスコッド正規形、その動機付け、応用可能性、これらの正規形を作成する仕組み"
"S210070010","163","K071","4991","多値従属性:第4正規形、結合従属性、第5正規形"
"S210070010","163","K072","4992","知識問合せプロセッサと問合せ機構、OLAPツール"
"S210070010","163","K073","4993","典型的なデータベースシステムが提供する機能（アクセス方式、セキュリティ、デッドロック及び並列性の問題、第4世代言語環境）"
"S210070010","163","K074","4994","同種解および異種解"
"S210070010","163","K075","4995","非手続き的問合わせの手続き型言語への組込み"
"S210070010","163","K076","4996","表現理論"
"S210070010","163","K077","4997","複製（レプリケーション）"
"S210070010","163","K078","4998","物理的トランザクション処理（クライアントサーバの考慮）"
"S210070010","163","K079","4999","分散データ格納:分散データベース設計プロセスにおいて、データ断片化、複製および割当てに利用される技術"
"S210070010","163","K080","5000","分散の利点:それに起因する問題"
"S210070010","163","K081","5001","分散型データベース、リポジトリとデータウエアハウス"
